name,tag,origin
Jurong Pier,Circus,Malay
Chun Tin,Road,Chinese
Pisang Batu,Lorong,Malay
Yuk Tong,Avenue,Chinese
Wilkie,Road,British
Sophia,Road,British
Commonwealth,Link,British
Commonwealth,Crescent,British
Penjuru,Street,Malay
Penjuru,Place,Malay
Penjuru,Walk,Malay
Maju,Drive,Malay
Mandalay,Road,Other
Shan,Road,Other
Bassein,Road,Other
Angsana,Avenue,Malay
Tan Tock Seng,Jalan,Chinese
Jambol,Place,Malay
Harbour,Drive,Generic
Pine,Lane,Generic
Cuff,Road,British
Mount Emily,Road,British
Martin,Place,British
Lloyd,Road,British
Springwood,Avenue,British
Springwood,Crescent,British
Jambol,Walk,Malay
Springwood,Walk,British
Normanton,Park,British
Warwick,Road,British
Camphor,Avenue,Generic
Parkstone,Road,British
Swanage,Road,British
Poole,Rd,British
Wareham,Road,British
Samarinda,Jalan,Malay
Gray,Lane,British
Thiam Siew,Avenue,Chinese
Kemboja,Jalan,Malay
Aroozoo,Avenue,Other
Mulberry,Avenue,Generic
Belimbing,Avenue,Malay
Siang Kuang,Avenue,Chinese
Butterfly,Avenue,Generic
Siak Kew,Avenue,Chinese
Wan Tho,Avenue,Chinese
Pheng Geck,Avenue,Chinese
Willow,Avenue,Generic
Lichi,Avenue,Malay
Wangi,Jalan,Malay
Kenanga,Avenue,Malay
Chempaka,Avenue,Malay
Cedar,Avenue,Generic
Kwong,Avenue,Chinese
Mastuli,Jalan,Malay
Puay Hee,Avenue,Chinese
Songket,Jalan,Malay
Kee Choe,Avenue,Chinese
Lepas,Jalan,Malay
Surin,Avenue,Other
Bunga,Lorong,Malay
Pelikat,Jalan,Malay
Tenon,Jalan,Malay
Serangoon,Terrace,Malay
Pier,Road,Generic
Pasir Ris,Grove,Malay
Eden,Grove,Generic
Labu,Jalan,Malay
Gambir,Lorong,Malay
Third,Avenue,Generic
Bedok,Reservoir View,Malay
Tampines,Place,Malay
Tuas Bay,Drive,Malay
Ellis,Road,British
Sikudangan,Jalan,Malay
Mawar,Jalan,Malay
Jermin,Jalan,Malay
Happy,Avenue,Generic
Raya,Jalan,Malay
Melor,Jalan,Malay
Nim,Drive,British
Holland,Grove Terrace,British
Belangkas,Jalan,Malay
MacPherson,Lane,British
Melati,Jalan,Malay
Holland,Grove Drive,British
Grove,Lane,Generic
Holland,Grove View,British
Holland,Grove Walk,British
St George's,Road,British
Manis,Jalan,Malay
Seletar,Terrace,Malay
St Michael's,Road,British
Semerbak,Jalan,Malay
Canton,Street,Chinese
Middle,Road,Generic
Mayne,Road,British
Bangkit,Road,Malay
George,Street,British
Seletar,Crescent,Malay
Nassim,Hill,Other
Serasi,Taman,Malay
Armenian,Street,Other
Bangau,Jalan,Malay
Lakum,Jalan,Malay
Keruing,Jalan,Malay
St Martin's,Drive,Other
Kenarah,Jalan,Malay
Lekub,Jalan,Malay
Seletar,Court,Malay
Pelajau,Jalan,Malay
Joran,Jalan,Malay
Toh Tuck,Crescent,Chinese
Toh Tuck,Place,Chinese
Toh Tuck,Walk,Chinese
Pasir Ris,Road,Malay
Indus,Road,Indian
Belilios,Lane,Other
Stratton,Road,British
Kelulut,Jalan,Malay
Stratton,Drive,British
Stratton,Walk,British
Lilac,Road,Generic
Nim,Road,British
Lilac,Walk,Generic
Mimosa,Road,Generic
Neram,Crescent,Indian
Nim,Crescent,British
Mimosa,Walk,Generic
Nim,Green,British
Neram,Road,Indian
Lilac,Drive,Generic
Stratton,Place,British
Saraca,Road,Generic
Lebat Daun,Jalan,Malay
Rengas,Jalan,Malay
Mimosa,Vale,Generic
Fernvale,Lane,Generic
Miltonia,Close,Other
Orchid Club,Road,Generic
Legundi,Jalan,Malay
Kemuning,Jalan,Malay
Shaer,Jalan,Other
Mata Ayer,Jalan,Malay
Sendudok,Jalan,Malay
Salang,Jalan,Malay
Sembawang,Place,Malay
Jeruju,Jalan,Malay
Hikayat,Jalan,Malay
Woodlands,Sector,Generic
Woodlands,Loop,Generic
Woodlands,Walk,Generic
North,Coast Drive,Generic
Admiralty,Lane,British
Stagmont,Ring,British
Seletar Aerospace,Link,Malay
Kelabu Asap,Jalan,Malay
Bukit Timah,Link,Malay
Cheong Chin Nam,Road,Chinese
Eng Kong,Lane,Chinese
Pisang Asam,Lorong,Malay
Pisang Emas,Lorong,Malay
Pisang Hijau,Lorong,Malay
Pisang Raja,Lorong,Malay
Pisang Udang,Lorong,Malay
Pei Wah,Avenue,Chinese
Tham Soong,Avenue,Chinese
Toh Yi,Road,Chinese
Highland,Road,Generic
Turut,Track,Malay
Rusuk,Lorong,Malay
Sireh,Place,Malay
Aroozoo,Lane,Other
Rama Rama,Jalan,Malay
Surin,Road,Other
Sireh,Taman,Malay
Sireh,Kampong,Malay
Lew Lian,Vale,Chinese
Ampas,Jalan,Malay
Sakra,Avenue,Malay
Banyan,Avenue,Malay
Surin,Lane,Other
Kim Keat,Road,Chinese
Lagos,Circle,Other
Edgware,Road,British
College,Avenue,British
Sudan,Road,Other
Kenya,Crescent,Other
Durban,Road,Other
Montreal,Road,Other
Canada,Road,Other
Ottawa,Road,Other
Bermuda,Road,Other
St John's,Road,British
Marina,Gardens Drive,Generic
Kim Keat,Lane,Chinese
Rajah,Jalan,Malay
Dusun,Jalan,Malay
Ampas,Lorong,Malay
Kim Keat,Close,Chinese
Boon Teck,Road,Chinese
Limau,Lorong,Malay
Kemaman,Jalan,Malay
Fusionopolis,Walk,Generic
Kim Chuan,Drive,Chinese
Sunset,link,Generic
King Albert,Park,British
Sherwood,Road,British
Lakeside,Drive,Generic
Mount Sinai,Crescent,Other
Mount Sinai,Plain,Other
Rochester,Park,British
Permata,Taman,Malay
Pasir Ris,Avenue,Malay
Pasir Ris,Green,Malay
Pasir Ris,Heights,Malay
Ayer Rajah,Crescent,Malay
Toh Guan,Rd,Chinese
Slim Barracks,Rise,British
Liput,Lorong,Malay
Leedon,Road,British
Leedon,Heights,British
Dedap,Road,Malay
Commonwealth,Close,British
Mambong,Lorong,Malay
Farrer,Drive,British
Asrama,Lorong,Malay
Claymore,Drive,British
Begonia,Lane,Generic
Champions,Way,Generic
Stevens,Road,British
Bugis,Kampong,Malay
Keli,Jalan,Malay
Dedap,Link,Malay
Dedap,Place,Malay
Dover,Crescent,British
Tupai,Jalan,Malay
Arnap,Jalan,Malay
One Tree,Hill,Generic
Tari Serimpi,Jalan,Malay
Tari Zapin,Jalan,Malay
Tong Lee,Road,Chinese
Tari Dulang,Jalan,Malay
Mimosa,Crescent,Generic
Mimosa,Place,Generic
Mimosa,View,Generic
Mimosa,Drive,Generic
Saraca,Terrace,Generic
Jurong Gateway,Road,Malay
Venture,Avenue,Generic
Saraca,Hill,Generic
Tai Thong,Crescent,Chinese
Stratton,Green,British
Mugliston,Gardens,British
Chermai,Jalan,Malay
Datoh,Jalan,Malay
Olive,Road,Generic
Nakhoda,Taman,Malay
Sommerville,Estate Road,British
Whampoa,,Chinese
Fairways,Drive,Generic
Alps,Avenue,Other
Binjai,Park,Malay
Makepeace,Road,British
Ford,Avenue,British
Joo Hong,Road,Chinese
Lewis,Road,British
Changi,Way,Malay
Tanah Merah Besar,Road,Malay
Leedon,Park,British
Sampurna,Jalan,Indian
Oei Tiong Ham,Park,Chinese
Verde,Cresent,Other
Prince Charles,Crescent,British
Zion,Close,Other
Ridley,Park,British
Cornwall,Gardens,British
Siantan,Jalan,Malay
Teck Whye,Walk,Chinese
Stagmont,Road,British
Seletar,Link,Malay
Prince George's,Park,British
College,Link,British
Rajawali,Jalan,Malay
Tekukor,Jalan,Malay
Kakatua,Jalan,Malay
Layang Layang,Jalan,Malay
Selanting,Jalan,Malay
Merbok,Jalan,Malay
Highgate,Walk,British
Highgate,Crescent,British
Tanglin,Hill,Chinese
Robin,Lane,Chinese
Robin,Drive,Chinese
Loyang Besar,Jalan,Malay
Bukit Batok,Link,Malay
Maidstone,Road,British
Miller,Street,British
Sturdee,Road,British
Queen Astrid,Park,British
Sembawang,Walk,Malay
Ulu Sembawang,Jalan,Malay
Sajak,Jalan,Malay
Cherpen,Jalan,Malay
Malu-Malu,Jalan,Malay
Telipok,Jalan,Malay
Serengam,Jalan,Malay
Derum,Jalan,Malay
Sembong,Road,Malay
Bedford,Road,British
Russels,Road,British
York,Road,British
MacRitchie,Viaduct,British
Meranti,Road,Malay
Adam,Drive,British
Upp Toh Tuck,Terrace,Chinese
Minden,Road,Other
Sherwood,Avenue,British
Harding,Road,British
Simei,Rise,British
Kuang,Jalan,Malay
Meragi,Road,Malay
Pergam,Jalan,Malay
Tiga Ratus,Jalan,Malay
Meragi,Terrace,Malay
Demak,Jalan,Malay
Pelatok,Jalan,Malay
Segam,Jalan,Malay
Simei,Lane,British
Meragi,Close,Malay
Mount Echo,Park,Generic
Soo Bee,Jalan,Chinese
Expo,Drive,Generic
Prince Philip,Avenue,British
Jervois,Close,British
Chatsworth,Park,British
Chatsworth,Avenue,British
Jervois,Hill,British
Prince Charles,Square,British
Cable,Road,Generic
Tampines,Link,Malay
Kim Seng,Walk,Chinese
Harbourfront,Avenue,Generic
Jervois,Lane,British
Rumah Tinggi,Jalan,Malay
Boon Lay,Avenue,Chinese
Mohamad Ali,Lane,Malay
Bayfront,Link,Generic
Sheares,Link,British
Birdcage,Walk,British
Harbourfront,Walk,Generic
Clarence,Lane,British
Bukit Chermin,Road,Malay
Telok Blangah,Street,Malay
Arguilla,Park,Indian
Tan Tock Seng,Link,Chinese
Monk's,Hill Road,British
Monk's,Hill Terrace,British
River,Valley Close,Generic
Blair,Road,British
Medway,Drive,British
John,Road,British
Gemmill,Lane,British
Changi Business,Park Avenue,Malay
Tebing,Lane,Malay
Pasir Ris,View,Malay
Queen's,Close,British
Stirling,Walk,British
Crawford,Lane,British
Prince Edward,Road,British
Kay Siang,Road,Chinese
Chai Chee,Lane,Chinese
Lapang,Jalan,Malay
Senang,Jalan,Malay
Kembangan,Lorong,Malay
Paras,Jalan,Malay
Sentosa,Jalan,Malay
Senang,Crescent,Malay
Chua Chu Kang,Grove,Chinese
Compassvale,Walk,Generic
Cuppage,Road,British
Saint Martin,Lane,British
Seletar Aerospace,Rise,Malay
Loke Yew,Street,Chinese
Technology,Drive,Generic
Clementi,Crescent,British
Tao Ching,Road,Chinese
Winchester,Road,British
Bury,Road,British
Gelyang Bahru,Terrace,Malay
Science,Centre Road,Generic
Pioneer,Turn,British
Pioneer,View,British
Sungei Poyan,Jalan,Malay
Kranji,Link,Malay
Woodlands,Circle,Generic
Eng Hoon,Street,Chinese
Guan Chuan,Street,Chinese
Imbiah,Road,Malay
Moh Guan,Terrace,Chinese
Terubok,Jalan,Malay
Bright,Hill Crescent,Generic
Belibas,Jalan,Malay
Ikan Merah,Jalan,Malay
Sembilang,Jalan,Malay
Sotong,Jalan,Malay
Senoko,Crescent,Malay
Pavilion,Rise,Generic
Pavilion,Street,Generic
Pavilion,Grove,Generic
Admiralty,Link,British
Hua Guan,Avenue,Chinese
Institution,Hill,Generic
Galistan,Avenue,Other
Pavilion,Circle,Generic
Bingka,Jalan,Malay
Gaharu,Jalan,Malay
Kay Poh,Road,Chinese
Sian Tuan,Avenue,Chinese
Keria,Jalan,Malay
Yarwood,Avenue,British
Wajek,Walk,Malay
Bangket,Jalan,Malay
Wajek,Jalan,Malay
Chitty,Road,Indian
Dalhousie,Lane,British
Mayo,Street,British
Marymount,Terrace,British
Clover,Rise,Generic
Republic,Cresent,Generic
Republic,Link,Generic
Angsa,Lengkok,Malay
Orchard Spring,Lane,Generic
Berjaya,Jalan,Malay
Insaf,Jalan,Malay
Recreation,Road,Generic
Recreation,Lane,Generic
Stadium,Drive,Generic
Stadium,Place,Generic
Tamban,Jalan,Malay
Rotan,Lane,Malay
Moonstone,Lane,Generic
Opal,Crescent,Generic
Ruby,Lane,Generic
Sims,View,Chinese
Bedok,Reservoir Crescent,Malay
Balmeg,Hill,Other
Cleantech,Loop,Generic
CleanTech,View,Generic
Cleantech,Heights,Generic
Enduf Serin,Jalan,Generic
Pekan Ubin,Jalan,Malay
Sennett,Terrace,British
Pinewood,Grove,British
Ashwood,Grove,British
Cedarwood,Grove,Generic
Goodlink,Park,British
Suffolk,Road,British
Wakaff,Jalan,Malay
Ma'mor,Jalan,Malay
Tenteram,Jalan,Malay
Bali,Lane,Malay
Minto,Road,Other
Suffolk,Walk,British
Wak Hassan,Kampong,Malay
Gambas,Cresent,Malay
Chiku,Road,Malay
Rambutan,Road,Malay
Tembeling,Lane,Malay
Satu,Jalan,Malay
St Barnabas,Lane,British
St Wilfred,Road,British
St Francis,Road,British
Denham,Close,British
Wilmonar,Avenue,British
Jambu Batu,Jalan,Malay
Jambu Mawar,Jalan,Malay
Ascot,Rise,British
Cherry,Avenue,Generic
Elm,Avenue,Generic
Kampong Chantek,Jalan,Malay
Maple,Lane,Generic
Lotus,Avenue,Generic
Lily,Avenue,Generic
Senandong,Jalan,Malay
Anamalai,Avenue,Indian
Anderson,Road,British
Waringin,Jalan,Malay
Tuas,View Square,Malay
Keppel Bay,View,British
Makeway,Avenue,British
Aruan,Jalan,Malay
Hooper,Road,British
Derbyshire,Road,British
Essex,Road,British
Goldhill,Plaza,British
Khiang Guan,Avenue,Chinese
Shrewsbury,Road,British
Surrey,Road,British
Lincoln,Road,British
Waringin,Walk,Malay
Enam,Lengkong,Malay
Tuas,View Loop,Malay
Namly,Close,Indian
Tuas,View Link,Malay
Ang Mo Kio,Drive,Chinese
Puntong,Lorong,Malay
The Inglewood,,British
Stangee,Place,Malay
Tenggiri,Jalan,Malay
Queen Astrid,Gardens,British
Harum,Jalan,Malay
Pelangi,Jalan,Malay
Namly,View,Indian
Namly,Hill,Indian
First,Avenue,Generic
Changi Business,Park Vista,Malay
Somapah,Road,Indian
Wenya,Avenue,Other
Murai,Farmway,Malay
Folkestone,Road,British
Winstedt,Drive,British
St Helena,Road,British
Queen's,Avenue,British
King's,Avenue,British
Tuah,Road,Malay
Gibraltar,Crescent,Other
Malta,Crescent,Other
Cyprus,Road,Other
Kelopak,Road,Malay
Wak Hassan,Drive,Malay
Kerong,Walk,Malay
Penaga,Place,Malay
Wak Hassan,Place,Malay
Kerong,Lane,Malay
Andrews,Terrace,British
Kandis,Walk,Malay
Kandis,Lane,Malay
Yishun,Industrial Street,Chinese
Lentor,Plain,British
Sempadan,Jalan,Malay
Sennett,Close,British
Binjai,Walk,Malay
Binjai,Hill,Malay
Binjai,Rise,Malay
Elok,Jalan,Malay
Jintan,Jalan,Malay
Daliah,Jalan,Malay
Maryland,Drive,British
Ewart,Park,British
Chancery,Court,Generic
Oxford,Street,British
Baker,Street,British
Seletar Aerospace,Heights,Malay
Hampstead,Gardens,Malay
Novena,Terrace,Other
Platina,Road,Other
Rengkam,Jalan,Malay
Valley,Road,Generic
Hua Guan,Crescent,Chinese
Merak,Lengkok,Malay
Seng Poh,Lane,Chinese
MacAlister,Road,British
Deal,Road,British
Sandwich,Road,British
St Margaret's,Road,British
Mas Kuning,Terrace,Malay
Mas Kuning,Jalan,Malay
Sinar Bintang,Jalan,Malay
Mas Merah,Taman,Malay
Toh,Avenue,Chinese
Sinar Bulan,Jalan,Malay
Toh,Close,Chinese
Toh,Drive,Chinese
Toh,Crescent,Chinese
Chin,Terrace,Chinese
Toh,Street,Chinese
Tanah Merah Besar,Lane,Malay
Tuas Bay,Walk,Malay
Malcolm,Park,British
kukoh,Jalan,Malay
Tuas Bay,Lane,Malay
Kebun Limau,Jalan,Malay
Piring,Jalan,Malay
Tapisan,Jalan,Malay
Kian Teck,Lane,Chinese
Soon Lee,Street,Chinese
Tech,Park Crescent,Generic
Tuas,Boulevard,Malay
Tuas,View Close,Malay
Bukit Batok,Crescent,Malay
Mat Jambol,Jalan,Malay
Burgundy,Rise,Other
Burgundy,Drive,Other
Burgundy,Crescent,Other
Commerce,Street,Generic
Shenton,Lane,British
Sheares,Avenue,British
Spring,Street,Generic
Caldecott,Close,British
Temechut,Lorong,Malay
Novena,Jalan,Other
Novena Timor,Jalan,Malay
Novena Selatan,Jalan,Malay
Novena,Rise,Other
Kelawar,Jalan,Malay
Novena Barat,Jalan,Malay
Grange,Garden,British
Murray,Street,British
Lornie,Walk,British
Wallace,Way,British
Novena Utara,Jalan,Malay
Martaban,Road,Other
Minbu,Road,Other
Springwood,Terrace,British
Raja Udang,Jalan,Malay
Tai Gin,Road,Chinese
Bhamo,Road,Other
Prome,Road,Other
Swiss Cottage,Estate,Other
Ava,Road,Other
Lempeng,Drive,Malay
Mapletree,Industrial Carpark,Generic
Sussex,Garden,British
Koh Sek Lim,Road,Chinese
Pegu,Road,Other
Thomson,Lane,British
Kellock,Road,British
Abingdon,Road,British
Mariam,Jalan,Malay
Mariam,Close,Malay
Batalong,Jalan,Malay
Kelempong,Jalan,Malay
Chelagi,Jalan,Malay
Loyang,View,Malay
Bena,Jalan,Malay
Pernama,Jalan,Malay
Calshot,Road,British
Clementi Service,Road,British
Business,Park Drive,Generic
Buroh,Lane,Malay
Refinery,Road,Generic
Eng Kong,Terrace,Chinese
Marine,Vista,Generic
Greenwich,Drive,British
Mount Rosie,Terrace,British
Kitchener,Link,British
Bah Soon Pah,Road,Chinese
Napiri,Lorong,Malay
Ayer Molek,Bukit,Malay
Greenbank,Park,Generic
Charlton,Lane,British
Regent,Heights,British
Ceylon,Lane,Indian
Old,Terminal Lane,Generic
Jedburgh,Gardens,British
Flanders,Square,Other
Marne,Road,British
Somme,Road,Other
Beatty,Road,British
Kranji,Crescent,Malay
Hai Sing,Crescent,Chinese
Hai Sing,Road,Chinese
Lempeng,Jalan,Malay
Low Koon,Lorong,Chinese
Ludlow,Place,British
Netheravon,Road,British
Andover,Road,British
Upavon,Road,British
Halton,Road,British
Sealand,Road,Generic
How Sun,Walk,Chinese
Catterick,Road,British
Leuchars,Road,British
Biggin,Hill Road,British
Gosport,Road,British
Paya Lebar,Way,Malay
Kallang Airport,Way,Malay
Pasir Ris,Coast Industrial Park,Malay
How Sun,Road,Chinese
How Sun,Lorong,Chinese
Quemoy,Road,Chinese
Penchalak,Lorong,Malay
Rindu,Jalan,Malay
Fraser,Street,British
Stadium,Road,Generic
Kallang Airport,Drive,Malay
Rangoon,Lane,Other
Sing,Avenue,Generic
Starlight,Terrace,Generic
Starlight,Road,Generic
Sing Joo,Walk,Chinese
Joo,Avenue,Chinese
Seletar,Green Avenue,Malay
Seletar,Green Walk,Malay
Simon,Walk,British
Ghim Moh,Link,Chinese
Serangoon,Lane,Malay
Gambir,Walk,Malay
Serangoon,Crescent,Malay
Ubi,Close,Malay
Sin Ming,Lane,Chinese
Compassvale,Lane,Generic
Wee Nam,Road,Chinese
Changi,Lane,Malay
Telegraph,Street,Generic
Biopolis,Street,Generic
Biopolis,Link,Generic
Plymouth,Avenue,British
Gentle,Road,British
Leicester,Road,British
Florence,Close,Chinese
Hoot Kiam,Road,Chinese
Clarke,Quay,British
Countryside,Walk,Generic
Nepal,Park,Other
